1;0;3198.00;10.10;1343.00;0.00;0.28
2;0;2248.00;10.20;1272.00;0.00;0.28
3;0;2948.00;10.32;1570.00;0.00;0.28
4;0;2833.00;13.15;1749.00;0.00;0.36
5;0;2463.00;11.40;1620.00;0.00;0.32
6;0;2837.00;10.25;1620.00;0.00;0.32
7;0;2199.00;10.17;1678.00;0.00;0.32
8;0;2570.00;10.17;1038.00;0.00;0.24
9;0;2416.00;10.62;1727.00;0.00;0.28
10;0;2823.00;10.15;1368.00;0.00;0.32
11;0;3058.00;10.32;1750.00;0.00;0.32
12;0;2941.00;10.25;1906.00;0.00;0.32
13;0;3226.00;10.15;1541.00;0.00;0.32
14;0;2561.00;10.35;1924.00;0.00;0.32
15;0;2679.00;10.25;1052.00;0.00;0.32
16;0;2496.00;10.10;1913.00;0.00;0.28
17;0;3200.00;10.27;1603.00;0.00;0.28
18;0;2376.00;10.20;1146.00;0.00;0.32
19;0;3066.00;10.25;1850.00;0.00;0.28
20;0;2255.00;10.27;1750.00;0.00;0.36
21;0;3154.00;10.40;1559.00;0.00;0.36
22;0;2276.00;10.35;1598.00;0.00;0.36
23;0;2243.00;10.40;1659.00;0.00;0.24
24;0;2346.00;10.65;1769.00;0.00;0.28
25;0;2440.00;10.67;1508.00;0.00;0.32
26;0;2821.00;10.40;1854.00;0.00;0.32
27;0;2495.00;10.40;1214.00;0.00;0.36
28;0;3108.00;10.15;994.00;0.00;0.28
29;0;2783.00;10.10;1975.00;0.00;0.16
30;0;3052.00;10.32;1763.00;0.00;0.36
31;0;2763.00;10.55;1713.00;0.00;0.28
32;0;2597.00;10.30;1435.00;0.00;0.32
33;0;2608.00;10.32;1914.00;0.00;0.28
34;0;2713.00;12.32;1592.00;0.00;0.32
35;0;2361.00;11.72;1484.00;0.00;0.36
36;0;2644.00;10.12;1168.00;0.00;0.24
37;0;2613.00;10.12;1978.00;0.00;0.20
38;0;2176.00;10.12;1568.00;0.00;0.24
39;0;2475.00;10.12;1330.00;0.00;0.28
40;0;3099.00;10.47;1521.00;0.00;0.36
41;0;2460.00;10.25;1103.00;0.00;0.40
42;0;2310.00;10.42;1539.00;0.00;0.32
43;0;2947.00;10.30;1087.00;0.00;0.44
44;0;2731.00;10.25;1497.00;0.00;0.28
45;0;2744.00;11.07;1819.00;0.00;0.40
46;0;2860.00;10.22;971.00;0.00;0.32
47;0;3071.00;10.35;1531.00;0.00;0.32
48;0;2618.00;10.35;1889.00;0.00;0.32
49;0;3098.00;10.25;956.00;0.00;0.32
50;0;2515.00;10.37;1189.00;0.00;0.36
51;0;3106.00;13.32;1467.00;0.00;0.40
52;0;2462.00;10.45;1711.00;0.00;0.32
53;0;2404.00;12.70;1674.00;0.00;0.28
54;0;3089.00;10.52;1594.00;0.00;0.32
55;0;2923.00;10.25;1940.00;0.00;0.24
56;0;2272.00;10.47;1662.00;0.00;0.32
57;0;2341.00;10.50;1675.00;0.00;0.32
58;0;3042.00;10.32;1023.00;0.00;0.36
59;0;2964.00;10.20;1908.00;0.00;0.32
60;0;2901.00;10.30;1280.00;0.00;0.36
61;0;3008.00;10.10;1466.00;0.00;0.28
62;0;3165.00;13.77;1478.00;0.00;0.28
63;0;2524.00;10.17;1043.00;0.00;0.32
64;0;3031.00;10.22;1509.00;0.00;0.36
65;0;2846.00;10.10;1925.00;0.00;0.28
66;0;2533.00;10.22;1986.00;0.00;0.32
67;0;2652.00;10.55;1780.00;0.00;0.36
68;0;3093.00;10.37;1232.00;0.00;0.32
69;0;2334.00;10.27;1183.00;0.00;0.36
70;0;3062.00;10.15;1386.00;0.00;0.24
71;0;2258.00;10.45;1459.00;0.00;0.36
72;0;3027.00;10.35;1614.00;0.00;0.28
73;0;2225.00;10.12;1805.00;0.00;0.20
74;0;2953.00;10.47;1622.00;0.00;0.40
75;0;2419.00;10.32;1207.00;0.00;0.36
76;0;2800.00;10.22;1282.00;0.00;0.32
77;0;2967.00;10.25;1516.00;0.00;0.32
78;0;2375.00;10.97;1766.00;0.00;0.32
79;0;2245.00;10.20;1208.00;0.00;0.32
80;0;2876.00;11.92;1763.00;0.00;0.36
81;0;2763.00;10.17;1066.00;0.00;0.32
82;0;3172.00;15.10;1427.00;0.00;0.36
83;0;2929.00;10.27;1548.00;0.00;0.28
84;0;2584.00;10.60;1747.00;0.00;0.36
85;0;3007.00;10.30;1700.00;0.00;0.32
86;0;2769.00;10.40;1857.00;0.00;0.24
87;0;2620.00;10.15;956.00;0.00;0.28
88;0;2573.00;10.55;1695.00;0.00;0.32
89;0;2742.00;10.17;1326.00;0.00;0.32
