1;arms_factory;3198.39;11.00;1344.37;0.00;0
1;industrial_complex;3198.25;11.00;1331.16;0.00;0
1;air_base;3221.93;11.00;1323.39;0.00;0
1;anti_air_building;3207.87;11.00;1315.48;0.00;0
1;bunker;3230.24;11.00;1314.06;0.00;0
1;fuel_silo;3239.47;11.00;1339.29;0.00;0
1;radar_station;3225.26;11.00;1354.32;0.00;0
1;nuclear_reactor_spawn;3220.17;11.00;1337.10;0.00;0
1;rocket_site_spawn;3211.98;11.00;1350.61;0.00;0
1;synthetic_refinery;3238.06;11.00;1317.35;0.00;0
1;supply_node;3209.28;11.00;1327.66;0.00;0
1;dockyard;3210.42;11.00;1340.34;0.00;0
1;coastal_bunker;3237.39;11.00;1349.77;0.00;0
2;arms_factory;2248.27;11.00;1273.12;0.00;0
2;industrial_complex;2284.58;11.00;1238.02;0.00;0
2;air_base;2235.39;11.00;1260.01;0.00;0
2;anti_air_building;2269.85;11.00;1276.62;0.00;0
2;bunker;2261.32;11.00;1220.62;0.00;0
2;fuel_silo;2239.44;11.00;1266.69;0.00;0
2;radar_station;2277.17;11.00;1217.64;0.00;0
2;nuclear_reactor_spawn;2247.75;11.00;1259.97;0.00;0
2;rocket_site_spawn;2258.61;11.00;1280.69;0.00;0
2;synthetic_refinery;2280.61;11.00;1279.67;0.00;0
2;supply_node;2247.58;11.00;1281.57;0.00;0
2;dockyard;2252.13;11.00;1235.83;0.00;0
2;coastal_bunker;2254.06;11.00;1248.51;0.00;0
3;arms_factory;2948.56;11.00;1571.95;0.00;0
3;industrial_complex;2929.68;11.00;1549.98;0.00;0
3;air_base;2917.28;11.00;1542.99;0.00;0
3;anti_air_building;2937.83;11.00;1539.89;0.00;0
3;bunker;2908.54;11.00;1546.37;0.00;0
3;fuel_silo;2922.15;11.00;1557.63;0.00;0
3;radar_station;2897.87;11.00;1549.16;0.00;0
3;nuclear_reactor_spawn;2897.06;11.00;1563.33;0.00;0
3;rocket_site_spawn;2925.40;11.00;1535.87;0.00;0
3;synthetic_refinery;2908.69;11.00;1557.37;0.00;0
3;supply_node;2941.43;11.00;1561.35;0.00;0
3;dockyard;2954.75;11.00;1558.87;0.00;0
3;coastal_bunker;2932.77;11.00;1570.81;0.00;0
4;arms_factory;2833.89;11.00;1750.53;0.00;0
4;industrial_complex;2823.49;11.00;1737.75;0.00;0
4;air_base;2844.63;11.00;1762.41;0.00;0
4;anti_air_building;2819.34;11.00;1718.33;0.00;0
4;bunker;2826.75;11.00;1759.59;0.00;0
4;fuel_silo;2848.95;11.00;1747.83;0.00;0
4;radar_station;2822.96;11.00;1775.54;0.00;0
4;nuclear_reactor_spawn;2834.44;11.00;1725.11;0.00;0
4;rocket_site_spawn;2798.50;11.00;1751.89;0.00;0
4;synthetic_refinery;2814.59;11.00;1766.23;0.00;0
4;supply_node;2811.73;11.00;1734.07;0.00;0
5;arms_factory;2463.91;11.00;1621.83;0.00;0
5;industrial_complex;2427.05;11.00;1632.78;0.00;0
5;air_base;2462.95;11.00;1655.85;0.00;0
5;anti_air_building;2453.02;11.00;1632.79;0.00;0
5;bunker;2426.77;11.00;1657.12;0.00;0
5;fuel_silo;2450.39;11.00;1666.67;0.00;0
5;radar_station;2449.89;11.00;1649.15;0.00;0
5;nuclear_reactor_spawn;2440.14;11.00;1652.77;0.00;0
5;rocket_site_spawn;2430.06;11.00;1612.05;0.00;0
5;synthetic_refinery;2454.79;11.00;1610.29;0.00;0
5;supply_node;2441.32;11.00;1608.47;0.00;0
6;arms_factory;2837.21;11.00;1621.36;0.00;0
6;industrial_complex;2849.09;11.00;1620.97;0.00;0
6;air_base;2839.74;11.00;1598.82;0.00;0
6;anti_air_building;2820.64;11.00;1641.51;0.00;0
6;bunker;2848.38;11.00;1633.38;0.00;0
6;fuel_silo;2847.46;11.00;1609.12;0.00;0
6;radar_station;2863.67;11.00;1617.17;0.00;0
6;nuclear_reactor_spawn;2860.58;11.00;1630.05;0.00;0
6;rocket_site_spawn;2826.69;11.00;1597.67;0.00;0
6;synthetic_refinery;2811.50;11.00;1617.41;0.00;0
6;supply_node;2806.42;11.00;1633.33;0.00;0
7;arms_factory;2199.23;11.00;1679.40;0.00;0
7;industrial_complex;2214.00;11.00;1664.51;0.00;0
7;air_base;2232.30;11.00;1661.85;0.00;0
7;anti_air_building;2197.03;11.00;1666.10;0.00;0
7;bunker;2228.69;11.00;1641.90;0.00;0
7;fuel_silo;2204.34;11.00;1636.16;0.00;0
7;radar_station;2215.88;11.00;1675.67;0.00;0
7;nuclear_reactor_spawn;2208.79;11.00;1685.97;0.00;0
7;rocket_site_spawn;2189.66;11.00;1651.49;0.00;0
7;synthetic_refinery;2185.94;11.00;1675.30;0.00;0
7;supply_node;2215.29;11.00;1647.66;0.00;0
7;dockyard;2188.05;11.00;1687.65;0.00;0
7;coastal_bunker;2186.78;11.00;1638.00;0.00;0
8;arms_factory;2570.14;11.00;1039.25;0.00;0
8;industrial_complex;2524.62;11.00;1044.36;0.00;0
8;air_base;2574.06;11.00;1087.85;0.00;0
8;anti_air_building;2524.08;11.00;1061.36;0.00;0
8;bunker;2514.00;11.00;1061.69;0.00;0
8;fuel_silo;2538.65;11.00;1066.46;0.00;0
8;radar_station;2575.27;11.00;1062.08;0.00;0
8;nuclear_reactor_spawn;2561.88;11.00;1054.41;0.00;0
8;rocket_site_spawn;2567.11;11.00;1078.35;0.00;0
8;synthetic_refinery;2537.26;11.00;1040.07;0.00;0
8;supply_node;2552.99;11.00;1076.15;0.00;0
8;dockyard;2551.75;11.00;1033.95;0.00;0
8;coastal_bunker;2566.46;11.00;1102.47;0.00;0
9;arms_factory;2416.63;11.00;1728.73;0.00;0
9;industrial_complex;2462.86;11.00;1712.32;0.00;0
9;air_base;2436.36;11.00;1686.24;0.00;0
9;anti_air_building;2437.39;11.00;1724.47;0.00;0
9;bunker;2420.15;11.00;1693.71;0.00;0
9;fuel_silo;2451.90;11.00;1739.54;0.00;0
